SAT,TOTHRS,COLGPA,ATHLETE,VERBMATH,HSIZE,HSRANK,HSPERC,FEMALE,BLACK,WHITE
1030,68,2.39,0,0.74576,0.73,60,82.19178,0,0,1
1020,16,3.5,0,0.88889,0.91,16,17.58242,1,0,1
910,15,2.6,0,1.16667,0.91,74,81.31868,1,0,1
900,17,1.94,0,0.875,1.54,44,28.57143,0,0,1
1230,107,2.07,0,0.73239,5.91,51,8.629441,0,0,1
950,85,2.84,0,0.97917,6.08,35,5.756579,0,0,1
1220,79,3.92,0,0.90625,4.36,5,1.146789,1,0,1
990,16,1.62,0,0.76786,5.3,110,20.75472,0,0,1
1040,14,2,0,1.08,5.43,164,30.20258,1,0,1
990,63,1.74,0,0.76786,0.5,46,92,0,0,1
940,80,2.2,0,1.04348,3.73,17,4.557641,1,0,1
1120,52,2.84,0,0.75,4.43,14,3.160271,0,0,1
980,126,2.93,0,0.75,4.34,61,14.0553,0,0,1
1040,110,3.57,0,0.76271,3.04,14,4.605263,1,0,1
1080,80,2.57,0,1.11765,3.19,40,12.53918,1,0,1
1030,16,3.18,0,0.71667,1.85,35,18.91892,0,0,1
830,15,1.66,0,0.76596,2.43,28,11.52263,0,0,1
1080,54,2.98,0,1.07692,1.93,26,13.4715,1,0,1
860,17,2.29,0,0.79167,3.79,155,40.8971,1,0,1
1040,14,2.07,0,0.92593,5.67,97,17.10758,0,0,1
690,116,2.64,0,0.97143,1.29,9,6.976744,1,0,1
1160,17,3.64,0,0.78462,3.62,5,1.381215,1,0,1
900,48,1.75,0,0.60714,3.75,101,26.93333,0,0,1
1280,84,2.91,0,0.91045,2.13,12,5.633803,0,0,1
740,15,1.13,1,1.3125,2.32,63,27.15517,1,0,1
1010,29,1.51,0,0.83636,2.12,45,21.22642,0,0,1
900,18,3,0,0.73077,2,56,28,1,0,1
1210,84,3.3,0,0.77941,1.89,5,2.645503,1,0,1
980,78,1.73,0,0.60656,3.51,53,15.09972,0,0,1
850,43,2.6,0,0.84783,5.05,69,13.66337,1,0,1
1020,40,2.77,0,0.88889,5.05,70,13.86139,0,0,1
1010,13,1.69,0,1.10417,5.1,154,30.19608,0,0,1
960,12,3.16,0,1.23256,5.1,43,8.431373,0,0,1
930,48,2.93,0,0.82353,5.05,75,14.85149,1,0,1
1130,75,2.48,0,0.85246,4.92,66,13.41463,0,0,1
950,14,2.28,0,0.86275,5.1,90,17.64706,1,0,1
1160,44,2.75,0,1.03509,5.05,33,6.534654,1,0,1
830,111,3.2,0,1.12821,4.44,96,21.62162,1,0,1
1160,16,3.31,0,0.8125,5.1,55,10.78431,1,0,1
950,17,3.41,0,0.75926,4.4,13,2.954545,0,0,1
980,74,2.37,1,0.88462,2.6,86,33.07692,0,0,1
880,17,3.05,1,0.76,1.77,12,6.779661,0,0,1
1090,13,3.3,0,0.78689,0.56,30,53.57143,0,0,1
940,68,3.07,0,0.91837,0.1,3,30,0,0,1
1120,42,2.45,0,0.86667,0.1,5,50,0,0,1
930,48,2.6,0,0.69091,4,135,33.75,0,0,1
970,43,3.09,0,0.97959,0.1,4,40,0,0,1
930,15,1.86,0,0.66071,0.1,4,40,1,0,1
1170,41,2.97,0,0.98305,0.1,2,20,1,0,1
1220,18,3.38,0,0.93651,3.13,8,2.555911,0,0,1
1140,17,3.82,0,0.80952,2.21,3,1.357466,1,0,1
880,16,1.68,0,0.87234,4.55,89,19.56044,1,0,1
1130,94,1.91,0,0.79365,1.59,51,32.07547,0,0,1
880,16,1.5,0,0.79592,1.42,27,19.01408,1,0,1
1030,108,3.05,0,1.06,1.59,7,4.402516,1,0,1
1010,13,2,0,1.06122,1.42,31,21.83099,0,0,1
1120,17,3.52,0,0.93103,2.81,5,1.779359,0,0,1
810,84,2.78,0,1.025,2.38,12,5.042017,1,0,1
1160,49,3.61,0,0.9661,2.78,4,1.438849,0,0,1
1110,14,2.78,0,0.98214,2.6,63,24.23077,1,0,1
1370,73,3.23,0,0.82667,2.62,13,4.961832,0,0,1
950,114,2.62,0,0.75926,2.47,26,10.52632,1,0,1
960,92,3.03,1,0.6,2.65,42,15.84906,0,0,1
1310,15,3.46,0,1.04688,1.68,6,3.571429,1,0,1
1030,14,0.85,0,0.77586,2.73,59,21.61172,0,0,1
1160,42,2.02,0,0.84127,3.89,36,9.254498,0,0,1
1180,15,3.06,0,0.87302,2.46,44,17.88618,0,0,1
1080,17,1.17,0,1.03774,4.04,63,15.59406,0,0,1
950,13,2.84,0,0.9,1.59,18,11.32076,0,0,1
1170,14,3.28,0,0.74627,1.71,4,2.339181,0,0,1
790,79,2.59,0,1.07895,4.02,64,15.9204,1,0,1
940,73,2.42,0,0.84314,6,281,46.83333,0,0,1
1090,38,1.92,0,0.73016,6.5,71,10.92308,0,0,1
1280,101,3.39,0,0.93939,6,54,9,1,0,1
1270,116,3.84,0,0.76389,6,1,0.1666667,0,0,1
1090,11,2.54,0,1.13725,7.2,269,37.36111,1,0,1
1360,108,3.97,0,0.97101,4.59,1,0.2178649,1,0,1
1320,119,3.21,0,0.80822,4.59,17,3.703704,0,0,1
910,15,3.06,0,0.85714,4.84,133,27.47934,0,0,1
880,40,2.07,0,0.79592,1.7,31,18.23529,0,0,1
1110,50,2.94,0,0.70769,1.26,9,7.142857,0,0,1
990,72,2.2,0,0.73684,1.61,30,18.63354,0,0,1
1250,49,4,0,0.76056,4.69,1,0.2132196,0,0,1
770,43,2.11,0,0.7907,1.37,22,16.05839,0,0,1
890,17,2.88,0,0.81633,1.83,22,12.02186,0,0,1
1220,113,3,0,0.87692,1.72,15,8.72093,0,0,1
1220,84,3.21,0,0.74286,2.25,5,2.222222,0,0,1
1130,13,2.53,0,0.94828,6.63,276,41.62896,0,0,1
970,17,2.23,0,0.94,6.63,212,31.97587,0,0,1
1230,56,3.07,0,0.75714,6.75,35,5.185185,1,0,1
1050,89,2.33,0,0.90909,5.95,59,9.915966,1,0,1
1350,48,3.85,0,0.8,6.75,7,1.037037,0,0,1
870,44,2.22,0,0.77551,6.75,259,38.37037,0,0,1
890,50,3.36,0,0.97778,6.75,59,8.740741,1,0,1
970,15,3.8,0,0.83019,0.74,2,2.702703,0,0,1
1220,50,3.1,0,1.03333,4.22,95,22.51185,0,0,1
1040,62,3.04,0,0.57576,4.82,27,5.60166,0,0,1
920,105,2.83,1,0.73585,4.74,244,51.47679,0,0,1
940,46,2.69,0,0.88,0.1,3,30,1,0,1
1060,38,2.78,0,0.76667,1.21,18,14.87603,1,0,1
720,10,1.4,0,1.11765,1.14,31,27.19298,1,0,1
900,95,2.16,1,0.875,1.99,52,26.13065,0,0,1
980,13,4,0,1.08511,0.72,2,2.777778,1,0,1
1000,14,3.07,0,0.92308,0.72,6,8.333333,1,0,1
1270,18,3.66,0,0.84058,2.1,7,3.333333,0,0,1
990,77,2.12,0,0.76786,1.96,6,3.061224,0,0,1
1000,14,2.42,0,0.63934,2.66,43,16.16541,0,0,1
1240,19,2.21,0,0.90769,4.56,56,12.2807,0,0,1
500,121,2.02,1,0.66667,4.75,145,30.52632,0,1,0
1300,80,3.38,0,0.83099,2.65,4,1.509434,0,0,1
1360,18,2.83,0,1,2.41,35,14.52282,0,0,1
910,47,2.51,0,0.65455,2.29,36,15.72052,1,0,1
930,100,2.36,0,0.75472,1.39,7,5.035971,1,0,1
970,112,2.45,0,0.67241,2.25,15,6.666667,0,0,1
960,46,2.8,0,0.84615,2.35,32,13.61702,0,0,1
940,92,2.97,0,0.77358,3.35,11,3.283582,1,0,1
830,64,1.7,0,0.97619,1.92,67,34.89583,0,0,1
1120,126,2.1,0,0.96491,2.33,23,9.871244,0,0,1
1130,53,2.71,0,0.88333,1.95,4,2.051282,0,0,1
980,50,2.94,0,0.58065,2.65,17,6.415094,0,0,1
790,18,1.05,0,0.79545,2.76,68,24.63768,0,0,1
1030,48,2.79,0,0.80702,3.26,26,7.97546,0,0,1
990,82,2.86,0,0.8,3.62,20,5.524862,1,0,1
880,50,2.94,0,0.87234,3.26,19,5.828221,1,0,1
970,96,2.28,1,0.90196,1.84,27,14.67391,0,1,0
960,46,1.73,1,0.74545,1.7,27,15.88235,0,0,1
1230,15,3.53,0,0.78261,4.81,48,9.97921,0,0,1
970,15,2.26,0,0.76364,2.85,73,25.61403,1,0,1
930,78,2.89,0,1.16279,3.16,57,18.03798,1,0,1
1110,86,3,0,0.94737,3.48,102,29.31034,0,0,1
1100,63,2.74,0,0.89655,3.61,99,27.42382,0,0,1
1310,116,3.66,0,0.92647,6.09,19,3.119869,0,0,1
990,83,3.1,0,0.8,2.16,8,3.703704,1,0,1
950,117,2.97,0,0.63793,3.02,1,0.3311258,0,0,1
1190,109,2.95,0,0.98333,0.79,46,58.22785,1,0,1
1120,74,2.55,0,1.07407,4.22,98,23.22275,1,0,1
1240,118,3.46,0,0.82353,4.25,37,8.705882,0,0,1
1040,13,4,0,0.85714,2.1,45,21.42857,0,0,1
880,61,1.6,0,1.09524,2.08,107,51.44231,1,0,1
1060,15,3.06,1,0.92727,6.57,141,21.46119,0,0,1
1010,16,2.81,0,0.65574,6.56,266,40.54878,1,0,0
1090,44,2.4,0,1.0566,3.15,38,12.06349,1,0,1
1220,74,3.21,0,0.8209,3.12,3,0.9615384,1,0,1
1120,15,4,0,1.03636,2.78,4,1.438849,0,0,1
1160,52,3.26,0,0.78462,2.15,26,12.09302,0,0,1
950,45,3.13,0,0.97917,4.79,49,10.22964,1,0,1
1140,41,2.29,0,0.9,2.33,107,45.92275,0,0,1
1010,44,2.45,0,0.71186,1.24,50,40.32258,1,0,1
1140,17,3.23,0,0.9322,1.45,51,35.17241,1,0,1
1140,14,3.07,1,0.62857,3.48,32,9.195402,0,0,1
910,13,2.53,0,1.21951,2.85,52,18.24561,0,0,1
1040,49,3.44,0,0.73333,5.36,28,5.223881,1,0,1
1300,51,3.05,0,0.9697,1.05,1,0.952381,1,0,1
1130,17,3.17,0,0.88333,1.42,35,24.64789,1,0,1
1200,46,2.67,0,0.73913,1.24,15,12.09677,0,0,1
1170,17,3.82,0,0.8,1.3,6,4.615385,0,0,1
910,11,4,0,0.59649,4.26,156,36.61972,0,0,1
1010,12,1.91,1,0.77193,2.39,43,17.99163,0,0,1
850,15,3.73,0,0.77083,2.82,37,13.12057,0,0,1
1000,63,3.14,0,0.72414,1.39,12,8.633094,1,0,1
970,15,2.73,0,1.02083,3.16,173,54.74683,0,0,1
1200,15,3.26,0,0.84615,3.19,91,28.52665,0,0,1
930,82,2.92,0,1.06667,2.68,50,18.65672,1,0,1
1160,18,3.05,0,0.75758,0.52,5,9.615385,1,0,1
870,45,2.8,0,0.67308,2.14,7,3.271028,1,0,1
980,45,2.66,0,0.58065,3.77,151,40.05305,0,0,1
1260,76,3.47,0,0.82609,0.87,11,12.64368,0,0,1
910,84,3.52,0,0.82,4.31,8,1.856148,1,0,1
1010,53,2.26,0,1.10417,1.97,18,9.137055,0,0,1
1020,13,1.3,0,1.125,1.35,60,44.44444,0,0,1
910,15,2.86,1,0.68519,3.48,177,50.86207,0,0,1
1160,47,3.12,0,0.78462,4.63,32,6.911447,0,0,1
860,16,2.62,0,1,1.96,35,17.85714,0,0,1
920,112,3.85,0,1.04444,2.3,20,8.695652,0,0,1
960,15,1.26,0,0.81132,1.09,52,47.70642,1,0,1
760,74,2.35,0,0.94872,1.73,47,27.16763,1,0,1
1000,16,2,0,0.88679,4.89,98,20.0409,0,0,1
820,113,3.12,1,1.10256,0.94,43,45.74468,0,0,1
1000,15,1.6,0,0.92308,2.96,64,21.62162,1,0,1
1300,78,3.17,0,0.73333,2.46,80,32.52032,0,0,1
1140,17,4,0,0.80952,2.49,1,0.4016064,0,0,1
1190,44,2.97,0,0.83077,3.03,22,7.260726,1,0,1
710,12,2.91,0,1.08824,1.69,16,9.467456,1,0,1
1080,105,2.4,0,0.6875,2.88,81,28.125,0,0,1
1330,61,3,0,0.77333,4.79,20,4.175365,0,0,1
1120,47,3.46,0,1.15385,6.58,88,13.37386,1,0,1
920,86,2.82,0,0.80392,6.18,123,19.90291,1,0,1
920,110,3.15,0,0.58621,4.07,29,7.125307,1,0,1
1060,120,2.61,0,1.12,4.39,32,7.289294,1,0,1
940,45,2.04,1,0.91837,1.79,49,27.3743,0,0,1
720,12,1,1,0.71429,8.5,290,34.11765,0,0,1
1130,116,2.94,0,0.79365,0.78,56,71.79487,0,0,1
1070,52,3.94,0,0.78333,4.35,25,5.747127,0,0,1
1050,13,1.92,0,0.84211,4.58,86,18.77729,1,0,1
970,13,3.07,0,0.97959,1.9,37,19.47368,0,0,1
1130,17,2.35,0,0.82258,6.09,82,13.4647,1,0,1
910,80,2.45,0,1.11628,2.95,20,6.779661,1,0,1
1180,15,2.2,0,1,7.37,165,22.38806,1,0,1
670,118,2.02,1,0.91429,3.15,231,73.33334,0,1,0
1180,16,2,0,0.81538,1.64,25,15.2439,0,0,1
1310,81,3.34,0,0.81944,1.93,1,0.5181347,0,0,1
1020,79,2.98,0,0.82143,4.08,64,15.68627,1,0,1
1210,17,3.64,0,0.75362,4.86,60,12.34568,0,0,1
1070,114,3.23,0,0.84483,4.61,77,16.70282,1,0,1
1020,51,3.47,1,1.08163,4.68,75,16.02564,1,0,1
880,111,2.72,0,0.76,4.35,96,22.06897,1,0,1
1140,14,3.78,0,1,0.9,4,4.444445,1,0,1
920,43,2.02,0,1.13953,3.86,91,23.57513,1,0,1
1100,17,3.29,0,0.89655,2.11,13,6.161138,0,0,1
1040,73,2.5,1,0.7931,2.92,85,29.10959,0,0,1
1150,78,2.47,0,0.69118,5.01,73,14.57086,0,0,1
940,17,1.94,0,0.95833,4.67,100,21.41328,1,0,1
870,81,2,0,0.67308,0.39,28,71.79487,1,0,1
1110,109,2.9,0,1.09434,4.91,71,14.46029,1,0,1
1070,48,1.97,0,0.84483,6.09,71,11.65846,1,0,1
1050,126,3.46,0,0.84211,1.65,35,21.21212,0,0,1
1140,86,3.39,0,0.9322,1.24,16,12.90323,1,0,1
1250,101,2.45,0,0.81159,2.46,62,25.20325,0,0,1
890,12,2,0,1.17073,1.5,104,69.33334,1,0,1
990,55,3.36,0,1.15217,1.45,13,8.965517,0,0,1
1100,82,2.92,0,0.74603,1.86,37,19.89247,0,0,1
1070,15,3.93,0,0.81356,2.19,17,7.762557,0,0,1
990,89,2.55,0,0.94118,1.52,58,38.15789,1,0,1
1210,17,2.82,0,0.75362,2.58,24,9.302325,0,0,1
1150,17,3,0,0.71642,2.49,36,14.45783,0,0,1
1060,49,3.61,0,0.89286,2.33,12,5.150215,1,0,1
1090,14,2.71,0,0.67692,3.09,92,29.77346,0,0,1
1030,97,2.01,1,0.68852,3.84,129,33.59375,0,0,1
1090,110,2.75,0,0.78689,6.93,195,28.13853,0,0,1
990,66,2.6,0,0.73684,1.56,26,16.66667,0,0,1
1020,17,2.52,0,0.78947,5.62,230,40.92527,1,0,1
1100,75,2.34,0,0.83333,2.76,98,35.50725,0,0,1
1110,42,1.92,0,0.81967,5.19,233,44.89403,0,0,1
1040,14,1.85,0,0.7931,5.54,202,36.46209,1,0,1
1120,17,3.41,0,0.86667,3.38,54,15.97633,0,0,1
890,18,1.44,0,1.225,0.1,9,90,1,0,0
900,78,2.07,0,0.875,1.69,24,14.20118,1,0,1
1110,44,3.13,0,0.91379,5.01,93,18.56287,1,0,1
740,118,2.98,0,0.94737,1.54,40,25.97403,0,0,1
1010,48,2.56,0,0.74138,3.36,116,34.52381,0,0,1
1090,13,2.15,0,0.70313,3.33,155,46.54655,0,0,1
950,13,3.53,0,0.79245,3.33,28,8.408408,1,0,1
1080,46,2.04,0,1.16,0.79,42,53.16456,1,0,1
1070,16,2.18,0,0.64615,8.62,419,48.60789,0,0,1
1200,50,2.82,0,0.73913,0.73,24,32.87671,0,0,1
1090,50,2.34,0,0.91228,3.6,170,47.22222,1,0,1
910,15,3,0,0.78431,3.23,122,37.7709,1,0,1
1020,62,2.96,0,1.125,4.38,191,43.60731,1,0,1
1030,44,2.22,0,0.87273,3.5,136,38.85714,1,0,1
880,71,2.49,1,0.95556,3.7,165,44.59459,0,0,1
1080,119,2.68,0,0.83051,2.4,54,22.5,0,0,1
890,44,2.68,0,0.85417,3.73,146,39.14209,1,0,1
1060,43,2.88,0,0.68254,3.73,73,19.57104,1,0,1
1190,121,3.9,0,0.75,3.89,1,0.2570694,1,0,1
880,49,2.83,0,0.87234,3.73,130,34.85255,1,0,1
990,43,3.37,0,0.73684,3.73,65,17.42627,0,0,1
1040,50,1.94,0,0.70492,3.73,192,51.47453,0,0,1
920,110,2.83,0,1,5.06,140,27.66798,1,0,1
1070,14,2.57,0,0.81356,4.69,177,37.73987,0,0,1
1100,16,2.81,0,0.77419,6.4,189,29.53125,0,0,1
1200,49,3.57,0,0.73913,6.41,36,5.616225,0,0,1
1180,81,3.32,0,0.84375,6.49,49,7.550077,0,0,1
1020,17,3.05,0,1.04,1.9,32,16.84211,1,0,1
1110,41,2.97,1,0.73438,6.09,17,2.791461,0,0,1
1040,85,3.04,0,0.85714,1.65,13,7.878788,0,0,1
1190,86,3.84,0,0.75,1.14,3,2.631579,0,0,1
1010,16,2.25,0,0.62903,3.21,102,31.7757,0,0,1
1250,47,3.85,0,0.89394,1.41,5,3.546099,1,0,1
1200,18,3.44,0,0.84615,1.12,14,12.5,0,0,1
1100,82,2.63,0,0.86441,5.11,61,11.93738,1,0,1
990,15,2.66,0,1.2,2.78,75,26.97842,1,0,1
1060,49,2.36,0,1.03846,3.16,106,33.5443,1,0,1
1050,16,3.56,0,0.98113,2.78,67,24.10072,1,0,1
910,16,3.18,0,0.68519,2.78,28,10.07194,0,0,1
950,45,3.08,0,0.69643,3.16,65,20.56962,0,0,1
1040,41,1.95,0,0.92593,2.46,107,43.49593,1,0,1
1100,17,2.76,0,1.5,4.89,113,23.10839,1,0,1
930,16,2.68,0,0.60345,3.73,111,29.75871,0,0,1
1000,82,2.81,0,0.66667,3.35,105,31.34328,1,0,1
920,124,3.46,0,0.95745,1.52,21,13.81579,0,0,1
1120,14,2.21,0,1,0.96,52,54.16667,0,0,1
1190,74,2.14,0,0.83077,2.64,33,12.5,0,0,1
1200,78,2.71,0,0.93548,1.19,54,45.37815,1,0,1
1010,39,2.35,1,0.77193,7.71,129,16.73152,0,0,1
1190,54,2.79,0,0.98333,2.03,20,9.852217,0,0,1
930,49,2.67,0,1.11364,1.84,57,30.97826,0,0,1
1220,15,1.86,0,0.69444,2.21,150,67.87331,0,0,1
1000,17,2.35,0,0.85185,0.1,1,10,1,0,1
810,13,1,0,0.8,2.26,26,11.50443,0,0,0
1210,17,3.23,0,0.83333,2.26,5,2.212389,0,0,1
920,53,3.09,0,0.87755,2.09,26,12.44019,1,0,1
670,97,2.12,0,0.76316,1.52,6,3.947368,1,1,0
960,112,3.47,0,1.13333,1.52,9,5.921052,1,0,1
820,19,2.57,0,1.21622,1.66,26,15.66265,1,1,0
910,81,2.6,0,1.21951,1.58,31,19.62025,0,0,1
720,121,2.59,0,1,1.52,14,9.210526,1,1,0
900,90,2.22,0,1.04545,1.58,7,4.43038,1,1,0
1040,115,2.84,0,0.7931,1.52,21,13.81579,0,0,1
740,104,3.02,0,0.7619,1.52,9,5.921052,1,0,1
1220,109,2.58,0,0.93651,1.52,1,0.6578947,1,0,1
850,17,2.35,0,0.88889,1.66,34,20.48193,0,0,1
710,15,2.73,0,0.73171,1.66,20,12.04819,0,0,1
1430,17,3.76,0,0.93243,1.66,1,0.6024097,0,0,1
880,15,2.66,0,1.04651,0.2,9,45,1,0,1
1130,48,4,0,1.09259,0.29,2,6.896552,1,0,1
1000,14,2.42,1,0.88679,0.2,11,55,0,0,1
1010,99,2.92,0,0.87037,2.9,19,6.551724,0,0,1
1390,123,2.77,0,0.85333,2.9,2,0.6896552,0,0,1
1020,87,3.05,0,0.78947,3.22,68,21.11801,0,0,1
880,110,2.71,0,0.79592,2.9,45,15.51724,0,0,1
1030,14,1.92,0,0.87273,2.15,33,15.34884,0,0,1
1000,67,2.32,0,0.92308,2.7,40,14.81481,0,0,1
880,16,3.37,0,0.69231,2.15,41,19.06977,0,0,1
1170,53,3.81,0,0.77273,2.75,3,1.090909,0,0,1
1280,124,3.92,0,0.75342,2.9,4,1.37931,1,0,1
820,119,2.54,0,1.34286,2.9,20,6.896552,1,0,1
1190,111,3.61,0,0.83077,2.9,7,2.413793,1,0,1
790,17,2.05,1,0.88095,2.35,90,38.29787,0,1,0
1070,49,2.93,0,0.72581,2.75,61,22.18182,0,0,1
1110,17,3.11,0,0.7619,2.15,75,34.88372,0,0,1
980,117,2.98,0,1.04167,5.75,65,11.30435,1,0,1
1270,16,3.62,0,0.81429,2.15,23,10.69767,0,0,1
1090,49,2.67,0,0.57971,2.75,19,6.909091,0,0,1
990,105,1.87,0,0.98,2.9,40,13.7931,0,0,1
1000,15,2.13,0,0.75439,2.62,35,13.35878,0,0,1
1060,17,2.58,0,0.76667,2.62,30,11.45038,1,1,0
1090,17,3.41,0,0.73016,2.53,24,9.486166,1,0,1
1080,74,2.5,0,0.77049,2.36,42,17.79661,0,0,1
920,16,3.43,0,0.91667,2.53,23,9.090909,1,0,1
1430,53,3.94,0,1.01408,2.24,2,0.8928571,0,0,1
1320,82,3.63,0,0.71429,2.36,1,0.4237288,1,0,1
1040,16,2.06,0,0.92593,2.53,31,12.25296,1,0,1
950,17,2.82,0,1.02128,2.36,80,33.8983,1,0,1
970,113,2.69,0,1.15556,2.22,34,15.31532,0,0,1
1090,60,3.03,0,0.84746,2.36,27,11.44068,1,0,1
980,96,3.65,0,0.81481,2.22,9,4.054054,1,0,1
1080,16,3,0,0.74194,2.53,28,11.06719,1,0,1
860,108,2.74,0,1.04762,0.14,6,42.85714,1,0,1
910,14,2.64,0,1.11628,0.26,5,19.23077,1,0,1
1010,22,3.18,0,0.87037,0.26,7,26.92308,0,0,1
1010,47,1.59,0,0.57813,2.8,107,38.21429,0,0,1
1120,42,2.73,0,0.83607,2.8,5,1.785714,0,0,1
950,117,3.11,0,0.79245,2.8,17,6.071429,1,0,1
780,76,3.67,0,0.73333,2.8,36,12.85714,1,1,0
1130,81,3.37,0,0.76563,2.8,16,5.714286,1,1,0
940,10,2.2,0,0.74074,3.4,53,15.58823,1,0,1
1020,44,3.18,0,0.82143,2.8,20,7.142857,1,0,1
1020,108,2.75,0,0.75862,2.8,36,12.85714,1,0,1
890,76,3.36,0,1.225,2.8,18,6.428571,1,0,1
1070,13,1.92,0,1.18367,3.4,108,31.76471,0,0,1
850,123,2.57,0,0.7,2.8,52,18.57143,0,0,1
1330,50,3.64,0,0.84722,2.8,10,3.571429,0,0,1
890,12,2.75,0,0.93478,2.8,87,31.07143,1,0,1
1080,12,3.16,0,0.8,3.4,9,2.647059,0,0,1
950,51,2.62,0,0.86275,2.8,74,26.42857,1,0,1
1230,50,3.88,0,1.05,2.8,1,0.3571429,1,0,1
870,20,2.65,0,1.23077,3.4,152,44.70588,0,0,1
1290,78,2.52,0,1.08065,2.8,62,22.14286,0,0,1
1120,48,2.45,0,0.75,2.8,14,5,0,0,1
1220,77,3.02,0,0.76812,2.8,6,2.142857,1,0,1
790,43,2.32,0,0.83721,2.8,44,15.71429,1,0,1
1200,47,4,0,0.79104,2.8,1,0.3571429,1,0,1
890,18,1.55,0,0.7451,3.4,88,25.88235,1,0,1
1060,17,3.23,0,0.85965,3.4,23,6.764706,0,0,1
1080,123,3.04,0,0.86207,2.8,18,6.428571,1,0,1
1050,48,3.16,0,0.98113,2.8,41,14.64286,0,0,1
850,77,2.28,0,0.88889,2.8,61,21.78572,1,0,1
740,97,1.95,1,0.6087,2.8,149,53.21429,0,0,0
920,114,2.14,0,0.73585,2.8,31,11.07143,1,0,1
1120,15,1.13,0,0.89831,3.4,56,16.47059,0,0,1
1050,16,3,0,0.98113,3.4,20,5.882353,1,0,1
1360,18,2.77,0,0.94286,3.4,27,7.941176,0,0,1
1230,44,1.93,0,0.80882,2.8,17,6.071429,1,0,1
890,83,2.56,0,0.93478,2.8,44,15.71429,1,0,1
940,127,1.96,0,1.2381,2.8,50,17.85714,1,0,1
1020,45,2.42,0,0.88889,2.8,95,33.92857,0,0,1
980,13,2,0,0.88462,3.4,109,32.05882,0,0,1
1050,16,2.12,0,0.66667,3.4,43,12.64706,0,0,1
1000,14,2.5,0,0.88679,3.4,28,8.235294,1,0,1
940,45,2.66,0,0.59322,2.8,26,9.285714,0,0,1
1110,10,2.6,0,0.94737,3.4,25,7.352941,1,0,1
1080,86,2.18,0,0.83051,2.8,46,16.42857,0,0,1
850,21,1.85,0,0.77083,2.8,95,33.92857,1,0,1
920,88,1.84,0,0.64286,2.8,84,30,0,0,1
970,50,3.32,0,0.64407,2.8,25,8.928572,1,0,1
1030,118,2.82,0,1.06,2.8,28,10,0,0,1
820,47,2.12,0,1.21622,2.8,65,23.21428,1,0,1
800,11,1,0,0.95122,3.4,71,20.88235,0,1,0
910,82,2.89,0,0.85714,2.8,71,25.35714,1,0,1
1040,16,2.81,0,0.92593,3.4,30,8.823529,1,0,1
960,48,1.68,0,0.68421,1.68,5,2.976191,1,0,1
960,17,2.05,0,1,1.57,9,5.732484,1,0,1
1110,48,2.64,0,1.01818,0.28,16,57.14286,0,0,1
1190,78,2.73,0,0.83077,2.95,23,7.79661,1,0,1
1090,16,3.06,0,1.42222,2.51,33,13.14741,1,0,1
780,71,2.38,1,0.81395,2.74,118,43.06569,0,0,1
1110,67,3,0,0.88136,2.95,9,3.050848,0,0,1
980,95,2.21,0,0.84906,2.74,13,4.744525,1,0,1
840,88,2.36,0,0.95349,2.95,19,6.440678,1,0,1
930,16,1.31,0,0.89796,2.51,22,8.76494,1,0,1
840,44,2.27,1,1.21053,2.12,75,35.37736,0,0,1
1090,52,1.84,0,0.84746,2.12,107,50.4717,0,0,1
1030,41,2.21,0,0.87273,2.12,70,33.01887,0,0,1
770,15,2.26,0,0.87805,2.51,24,9.561753,1,0,1
1280,45,4,0,0.91045,2.12,1,0.4716981,0,0,1
930,29,2.03,0,0.75472,2.12,25,11.79245,0,0,1
1000,87,2.36,0,0.85185,2.95,53,17.9661,1,0,1
870,13,1.3,0,1.07143,2.51,36,14.34263,1,0,1
1070,47,2.27,0,1.05769,2.95,13,4.40678,0,0,1
910,52,2.92,0,1.11628,2.12,7,3.301887,1,0,1
1040,81,2.82,0,0.89091,2.95,39,13.22034,0,0,1
910,108,1.89,0,0.78431,2.74,32,11.67883,0,0,1
1110,114,3.37,0,0.79032,2.74,5,1.824818,1,0,1
950,81,2.7,0,0.97917,2.95,40,13.55932,1,0,1
940,14,2.85,0,0.88,2.51,37,14.74104,1,0,1
1170,100,3.43,0,0.82813,2.74,15,5.474452,0,0,1
860,78,2.23,0,0.95455,2.95,27,9.152542,1,0,1
1020,16,3.31,0,0.78947,2.51,78,31.0757,0,0,1
930,42,1.9,0,0.82353,2.12,24,11.32076,1,0,1
860,12,0.25,0,0.72,2.51,35,13.94422,1,0,1
1190,42,3.47,0,0.7,2.12,6,2.830189,0,0,1
950,13,2.53,0,1.02128,2.51,34,13.54582,0,0,1
930,80,2.27,0,0.72222,2.95,56,18.98305,1,0,1
1190,106,3.42,0,0.77612,2.74,1,0.3649635,0,0,1
1070,46,2.26,0,0.81356,2.12,85,40.09434,0,0,1
1120,14,3.71,0,0.89831,1.36,1,0.7352941,1,1,0
1070,17,3.05,0,0.78333,1.36,12,8.823529,0,0,1
920,14,2.5,0,1.09091,1.36,4,2.941176,1,1,0
1200,17,3.82,0,1.06897,0.77,3,3.896104,1,0,1
1060,92,2.1,0,0.92727,0.77,3,3.896104,1,0,1
1070,115,3.1,0,0.98148,0.77,4,5.194805,1,0,1
1150,49,3.53,0,0.71642,0.8,1,1.25,1,0,1
